P13					P25	P25RP14	P25R1P14
update						Q1	Q24
id	Spalte	text	Keyword	property	Themenwert		
82.2	r_c	aventures galantes et malheurs d’un jeune bourgeois à Paris, critique des mœurs	galant	isabout	galanterie		
82.2	r_s	ton satirique, puis sensibilité	sensibilité	isabout	sentimentalisme		
82.2	r_c	aventures galantes et malheurs d’un jeune bourgeois à Paris, critique des mœurs	malheurs	isabout	malheur		
82.2	r_c	aventures galantes et malheurs d’un jeune bourgeois à Paris, critique des mœurs	mœurs	isabout	mœurs		
82.21	r_s	thèmes politiques	thèmes politiques	isabout	politique		
82.21	r_c	campagnes militaires, discussions	militaire	isabout	militaire		
82.24	r_c	intrigues sentimentales, aventures romanesques	sentimentale	isabout	sentiment		
82.24	r_s	sensibilité, vertu	sensibilité	isabout	sentimentalisme		
82.24	r_s	sensibilité, vertu	vertu	isabout	vertu		
82.26	r_s	éléments merveilleux, style élevé	merveille	isabout	miracle		
82.28	r_c	aventures romanesques, intrigue sentimentale, malheurs	sentimentale	isabout	sentiment		
82.28	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
82.28	r_c	aventures romanesques, intrigue sentimentale, malheurs	malheurs	isabout	malheur		
82.3	r_c	aventures romanesques et galantes	galant	isabout	galanterie		
82.31	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
82.31	r_s	sensibilité, vertu	sensibilité	isabout	sentimentalisme		
82.31	r_s	sensibilité, vertu	vertu	isabout	vertu		
82.32	r_c	intrigues de cour, conversations politiques	politique	isabout	politique		
82.32	r_s	thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
82.32	r_c	intrigues de cour, conversations politiques	cour	isabout	cour		
82.34	r_c	pseudo-histoire des Mirmidons (premiers habitants de Taïti) et de l’influence du philosophe Pantomitoul, suivie d’un traité (t.II) sur les mœurs et coutumes des Taïtiens	mœurs	isabout	mœurs		
82.36	r_c	intrigue sentimentale, malheurs	sentimentale	isabout	sentiment		
82.36	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
82.36	r_c	intrigue sentimentale, malheurs	malheurs	isabout	malheur		
82.38	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
82.38	r_c	intrigues mondaines, peinture des mœurs	mœurs	isabout	mœurs		
82.4	r_c	En marge: les rapports des personnages - la courtisane Grelinde, le roi de Bamboul - servent de cadre à un petit traité contre le luxe	cour	isabout	cour		
82.40	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
82.40	r_c	intrigues amoureuses	amour	isabout	amour		
82.5	r_c	aventures galantes d’un jeune homme	galant	isabout	galanterie		
83.1	r_s	précisions pornographiques	pornographiques	isabout	érotisme		
83.10	r_c	aventures romanesques et galantes	galant	isabout	galanterie		
83.11	r_c	voyages, aventures romanesques et galantes	galant	isabout	galanterie		
83.11	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
83.11	r_c	voyages, aventures romanesques et galantes	voyages	isabout	voyage		
83.12	r_c	relation de voyage avec des dialogues, des descriptions pittoresques, des personnages bien caractérisés	voyage	isabout	voyage		
83.13	r_s	peinture des mœurs	mœurs	isabout	mœurs		
83.16	r_c	intrigues politiques et sentimentales, malheurs	sentimentale	isabout	sentiment		
83.16	r_s	sensibilité effrénée	sensibilité	isabout	sentimentalisme		
83.16	r_c	intrigues politiques et sentimentales, malheurs	politique	isabout	politique		
83.16	r_c	intrigues politiques et sentimentales, malheurs	malheurs	isabout	malheur		
83.18	r_c	intrigues politiques pour éviter une guerre	politique	isabout	politique		
83.19	r_s	intentions pédagogiques et moralisatrices	pédagogique	isabout	pédagogie		
83.2	r_c	intrigues sentimentales, aventures chevaleresques et orientales, voyages (croisades)	sentimentale	isabout	sentiment		
83.2	r_c	intrigues sentimentales, aventures chevaleresques et orientales, voyages (croisades)	chevaleresques	isabout	chevalerie		
83.2	r_c	intrigues sentimentales, aventures chevaleresques et orientales, voyages (croisades)	voyages	isabout	voyage		
83.20	r_c	aventures chevaleresques	chevaleresques	isabout	chevalerie		
83.21	r_s	sensibilité, vertu	sensibilité	isabout	sentimentalisme		
83.21	r_c	les aventures d’une comédienne vertueuse	vertu	isabout	vertu		
83.22	r_c	intrigue sentimentale (un mari tourmenté par sa femme)	sentimentale	isabout	sentiment		
83.22	r_s	sensibilité, malheurs; vie à la campagne	sensibilité	isabout	sentimentalisme		
83.22	r_s	sensibilité, malheurs; vie à la campagne	malheurs	isabout	malheur		
83.23	r_c	éléments merveilleux, aventures chevaleresques	merveille	isabout	miracle		
83.23	r_c	éléments merveilleux, aventures chevaleresques	chevaleresques	isabout	chevalerie		
83.25	r_c	intrigue sentimentale (une femme mariée aime un autre que son mari, mais reste vertueuse)	sentimentale	isabout	sentiment		
83.25	r_c	intrigue sentimentale (une femme mariée aime un autre que son mari, mais reste vertueuse)	vertu	isabout	vertu		
83.27	r_c	naufrage, suivi de la vie des héros dans une île déserte et du récit de leur vie avant cette aventure	naufrage	isabout	naufrage		
83.29	r_c	aventures romanesques, voyages	voyages	isabout	voyage		
83.29	r_s	thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
83.32	r_s	thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
83.33	r_s	nature, vertu, sensibilité, mélancolie	sensibilité	isabout	sentimentalisme		
83.33	r_c	amours malheureuses, peinture des mœurs	malheur	isabout	malheur		
83.33	r_c	amours malheureuses, peinture des mœurs	amour	isabout	amour		
83.33	r_s	nature, vertu, sensibilité, mélancolie	mélancolie	isabout	mélancolie		
83.33	r_s	nature, vertu, sensibilité, mélancolie	vertu	isabout	vertu		
83.33	r_c	amours malheureuses, peinture des mœurs	mœurs	isabout	mœurs		
83.33	r_s	nature, vertu, sensibilité, mélancolie	nature	isabout	nature		
83.35	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
83.36	r_c	intrigue sentimentale, voyages, aventures chevaleresques	sentimentale	isabout	sentiment		
83.36	r_c	intrigue sentimentale, voyages, aventures chevaleresques	chevaleresques	isabout	chevalerie		
83.36	r_c	intrigue sentimentale, voyages, aventures chevaleresques	voyages	isabout	voyage		
83.39	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
83.39	r_c	voyages et aventures d’un jeune homme	voyages	isabout	voyage		
83.4	r_c	aventures galantes	galant	isabout	galanterie		
83.41	r_c	intrigue sentimentale, voyages	sentimentale	isabout	sentiment		
83.41	r_c	intrigue sentimentale, voyages	voyages	isabout	voyage		
83.41	r_s	mélancolie, désespoir, poème en prose	mélancolie	isabout	mélancolie		
83.43	r_s	intentions moralisatrices, sensibilité	sensibilité	isabout	sentimentalisme		
83.43	r_c	la vie exemplaire d’une mère de famille vertueuse	famille	isabout	famille		
83.43	r_c	la vie exemplaire d’une mère de famille vertueuse	vertu	isabout	vertu		
83.44	r_c	un philosophe cabaliste (Oromasis), une Sylphide: le philosophe et sa compagne, invisibles, observent les habitants de la ville de R *** (critique des mœurs) et font ensuite des voyages imaginaires	voyages	isabout	voyage		
83.44	r_c	un philosophe cabaliste (Oromasis), une Sylphide: le philosophe et sa compagne, invisibles, observent les habitants de la ville de R *** (critique des mœurs) et font ensuite des voyages imaginaires	mœurs	isabout	mœurs		
83.46	r_c	intrigue sentimentale, aventures guerrières	sentimentale	isabout	sentiment		
83.46	r_c	intrigue sentimentale, aventures guerrières	guerrière	isabout	guerre		
83.46	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
83.48	r_c	intrigue sentimentale: récit autobiographique, analyse de la passion, tendances moralisatrices, réalisme du cadre	sentimentale	isabout	sentiment		
83.48	r_c	intrigue sentimentale: récit autobiographique, analyse de la passion, tendances moralisatrices, réalisme du cadre	passion	isabout	passion		
83.51	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
83.51	r_s	éléments historiques, sensibilité	sensibilité	isabout	sentimentalisme		
83.51	r_s	éléments historiques, sensibilité	éléments historiques	isabout	histoire		
83.52	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
83.52	r_s	éléments historiques, sensibilité	sensibilité	isabout	sentimentalisme		
83.52	r_s	éléments historiques, sensibilité	éléments historiques	isabout	histoire		
83.53	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
83.53	r_s	éléments historiques, sensibilité	sensibilité	isabout	sentimentalisme		
83.53	r_s	éléments historiques, sensibilité	éléments historiques	isabout	histoire		
83.54	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
83.54	r_s	éléments historiques, sensibilité	sensibilité	isabout	sentimentalisme		
83.54	r_s	éléments historiques, sensibilité	éléments historiques	isabout	histoire		
83.55	r_c	intrigues sentimentales (série de contes moraux)	sentimentale	isabout	sentiment		
83.56	r_c	Eraste interroge les volontaires qui voudraient l’accompagner dans la lune (critique des mœurs), puis s’en va faire un voyage allégorique	voyage	isabout	voyage		
83.56	r_c	Eraste interroge les volontaires qui voudraient l’accompagner dans la lune (critique des mœurs), puis s’en va faire un voyage allégorique	mœurs	isabout	mœurs		
83.57	r_c	aventures merveilleuses	merveille	isabout	miracle		
83.59	r_s	sensibilité, prétentions moralisatrices	sensibilité	isabout	sentimentalisme		
83.59	r_c	intrigue mondaine, mariage malheureux	malheur	isabout	malheur		
83.7	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
83.7	r_c	intrigues mondaines, histoires d’amour	amour	isabout	amour		
83.8	r_c	anecdotes libertines et notes sur la vie des prostituées à Paris (Hortense finit par se convertir et épouser un milord anglais)	libertines	isabout	libertinage		
84.1	r_c	intrigue sentimentale (un amoureux enlève sa bien-aimée en ballon ... A prose poétique	sentimentale	isabout	sentiment		
84.1	r_c	intrigue sentimentale (un amoureux enlève sa bien-aimée en ballon ... A prose poétique	amour	isabout	amour		
84.13	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
84.13	r_c	histoires d’amour, intrigues de cour	amour	isabout	amour		
84.13	r_c	histoires d’amour, intrigues de cour	cour	isabout	cour		
84.16	r_c	aventures galantes	galant	isabout	galanterie		
84.17	r_c	intrigue sentimentale et mondaine (malheurs d’une malmariée)	sentimentale	isabout	sentiment		
84.17	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
84.17	r_c	intrigue sentimentale et mondaine (malheurs d’une malmariée)	malheurs	isabout	malheur		
84.18	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
84.2	r_c	aventures galantes d’une prostituée, suivies de ses réflexions morales	galant	isabout	galanterie		
84.2	r_c	aventures galantes d’une prostituée, suivies de ses réflexions morales	morale	isabout	morale		
84.20	r_c	intrigues de famille	famille	isabout	famille		
84.21	r_s	sensibilité effrénée	sensibilité	isabout	sentimentalisme		
84.21	r_c	amours contrariées par un père incompréhensif, malheurs, voyages	malheurs	isabout	malheur		
84.21	r_c	amours contrariées par un père incompréhensif, malheurs, voyages	voyages	isabout	voyage		
84.21	r_c	amours contrariées par un père incompréhensif, malheurs, voyages	amour	isabout	amour		
84.22	r_c	aventures merveilleuses et légèrement scabreuses	merveille	isabout	miracle		
84.28	r_c	voyages et aventures	voyages	isabout	voyage		
84.29	r_c	campagnes militaires, intrigue sentimentale, épisode chez les Indiens, malheurs	sentimentale	isabout	sentiment		
84.29	r_s	sensibilité, style épique	sensibilité	isabout	sentimentalisme		
84.29	r_c	campagnes militaires, intrigue sentimentale, épisode chez les Indiens, malheurs	malheurs	isabout	malheur		
84.29	r_c	campagnes militaires, intrigue sentimentale, épisode chez les Indiens, malheurs	militaire	isabout	militaire		
84.3	r_c	satire personnelle contre Manzon sous la forme d’un voyage burlesque et des conversations sur la situation politique de la Hollande	politique	isabout	politique		
84.3	r_c	satire personnelle contre Manzon sous la forme d’un voyage burlesque et des conversations sur la situation politique de la Hollande	voyage	isabout	voyage		
84.31	r_c	récit de voyage où rentrent des observations sur les mœurs et sur les idées	voyage	isabout	voyage		
84.31	r_c	récit de voyage où rentrent des observations sur les mœurs et sur les idées	mœurs	isabout	mœurs		
84.34	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
84.34	r_s	sensibilité, style poétique	sensibilité	isabout	sentimentalisme		
84.36	r_c	aventures romanesques et allégoriques, aventures merveilleuses	merveille	isabout	miracle		
84.36	r_s	thèmes philosophiques, ton satirique	thèmes philosophiques	isabout	philosophie		
84.37	r_c	intrigue mondaine et sentimentale	sentimentale	isabout	sentiment		
84.38	r_c	aventures libertines d’une jeune fille	libertines	isabout	libertinage		
84.39	r_c	aventures galantes, critique des mœurs	galant	isabout	galanterie		
84.39	r_c	aventures galantes, critique des mœurs	mœurs	isabout	mœurs		
84.4	r_c	rivalité entre le bon Kamel et le cruel Acrab, voyage, actes de bienfaisance, aventures	voyage	isabout	voyage		
84.41	r_c	intrigue sentimentale, aventures guerrières	sentimentale	isabout	sentiment		
84.41	r_c	intrigue sentimentale, aventures guerrières	guerrière	isabout	guerre		
84.41	r_s	sensibilité effrénée	sensibilité	isabout	sentimentalisme		
84.47	r_c	critique des mœurs, intrigue sentimentale	sentimentale	isabout	sentiment		
84.47	r_c	critique des mœurs, intrigue sentimentale	mœurs	isabout	mœurs		
84.52	r_c	voyages, aventures, discours	voyages	isabout	voyage		
84.52	r_c	voyages, aventures, discours	cour	isabout	cour		
84.53	r_c	critique des institutions et des mœurs (un roi voyage incognito et observe ses sujets)	voyage	isabout	voyage		
84.53	r_c	critique des institutions et des mœurs (un roi voyage incognito et observe ses sujets)	mœurs	isabout	mœurs		
84.54	r_c	voyage philosophique d’un jeune homme à travers l’Europe, critique des institutions (surtout de l’Eglise)	voyage	isabout	voyage		
84.54	r_s	thèmes philosophiques, ton satirique	thèmes philosophiques	isabout	philosophie		
84.6	r_c	aventures lubriques	lubriques	isabout	érotisme		
84.62	r_c	aventures chevaleresques	chevaleresques	isabout	chevalerie		
84.64	r_c	les Muses, en voyageant, inspirent le goût pour les arts aux peuples européens	voyage	isabout	voyage		
84.9	r_c	intrigue sentimentale, malheurs, voyages	sentimentale	isabout	sentiment		
84.9	r_s	sensibilité effrénée	sensibilité	isabout	sentimentalisme		
84.9	r_c	intrigue sentimentale, malheurs, voyages	malheurs	isabout	malheur		
84.9	r_c	intrigue sentimentale, malheurs, voyages	voyages	isabout	voyage		
85.1	r_s	ton sentimental et moralisateur	sentimental	isabout	sentiment		
85.1	r_c	intrigues de famille (M. d’Inange revient en France sous le nom supposé de ’M. de Salny ’ après des années d’exil en Amérique)	famille	isabout	famille		
85.11	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
85.11	r_c	amours et malheurs d’une jeune fille de bonne famille	famille	isabout	famille		
