P13		P52		check	1P52		1check	2P52		2check	3P52		3check	4P52		4check	5P52		5check	6P52		6check	7P52		8P52		8check	P52RP14	1P52RP14	2P52RP14	3P52RP14	4P52RP14	5P52RP14	6P52RP14	7P52RP14	8P52RP14
update																												Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1
id	s	r_pl	P48 1 Wikidata Label			P48 2 Wikidata Label			P48 3 Wikidata Label			P48 4 Wikidata Label			P48 5 Wikidata Label			P48 6 Wikidata Label			P48 7 Wikidata Label			P48 8 Wikidata Label		P48 9 Wikidata Label										
86.33		Lyon	Lyon	https://www.wikidata.org/wiki/Q456	Londres	Londres	https://www.wikidata.org/wiki/Q84	Madrid	Madrid	https://www.wikidata.org/wiki/Q2807																										
86.34		Rome antique	Rome antique	https://www.wikidata.org/wiki/Q1747689																																
86.35	nt																																			
86.36		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
86.37	t	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183																																
86.38																																				
86.39																																				
86.4	t?	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142	Italie	Italie	https://www.wikidata.org/wiki/Q38																										
86.40	t	Angleterre (�poque d�Elisabeth 1re)	Angleterre	https://www.wikidata.org/wiki/Q21																																
86.41	*																																			
86.42		France	France	https://www.wikidata.org/wiki/Q142																																
86.43		Vera-Cruz	Vera-Cruz		Monte-Doloroso	Monte-Doloroso																														
86.44		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
86.45		Poitou (�pisode en Am�rique)	Poitou (�pisode en Am�rique)																																	
86.46		Indes	Inde	https://www.wikidata.org/wiki/Q668																																
86.47		province	campagne	https://www.wikidata.org/wiki/Q175185																																
86.48		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
86.49	ct																																			
86.5	c																																			
86.50	n																																			
86.52		Prusse	Prusse	https://www.wikidata.org/wiki/Q38872																																
86.53	t	Madrid	Madrid	https://www.wikidata.org/wiki/Q2807																																
86.54	m	Europe	Europe	https://www.wikidata.org/wiki/Q46	Am�rique	Amérique	https://www.wikidata.org/wiki/Q828	Afrique	Afrique	https://www.wikidata.org/wiki/Q15	Asie	Asie	https://www.wikidata.org/wiki/Q48																							
86.55																																				
86.56																																				
86.57																																				
86.58		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
86.59																																				
86.6		Jaccio (sic)	Jaccio (sic)		Paris	Paris	https://www.wikidata.org/wiki/Q90																													
86.60		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
86.61		France (XVIIe si�cle)	France	https://www.wikidata.org/wiki/Q142																																
86.62																																				
86.63		cadre pastoral	cadre pastoral																																	
86.7		cadre pastoral grec	Gr�ce	https://www.wikidata.org/wiki/Q41																																
86.8		France	France	https://www.wikidata.org/wiki/Q142																																
86.9		province	campagne	https://www.wikidata.org/wiki/Q175185																																
87.1		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
87.10	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.11	t	Angleterre (XVIe si�cle)	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.12		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90	Amsterdam	Amsterdam	https://www.wikidata.org/wiki/Q727	Surinam	Surinam																								
87.13																																				
87.14		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
87.15	t	Am�rique	�tats-Unis	https://www.wikidata.org/wiki/Q30																																
87.16																																				
87.17	ct																																			
87.18	*																																			
87.19	c_MH																																			
87.2	nt?																																			
87.20		Lisbonne	Lisbonne	https://www.wikidata.org/wiki/Q597	Ouessant	Ouessant	https://www.wikidata.org/wiki/Q202378	Paris	Paris	https://www.wikidata.org/wiki/Q90																										
87.21	nt																																			
87.22	mnt																																			
87.23	c t																																			
87.24																																				
87.26	cm																																			
87.27	ct																																			
87.28	nt																																			
87.29		cadre pastoral	cadre pastoral																																	
87.3	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.30		Suisse	Suisse	https://www.wikidata.org/wiki/Q39	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																													
87.31	t_MH?	royaume de Cathai	royaume de Cathai																																	
87.32	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.33		Babylone	Babylone	https://www.wikidata.org/wiki/Q5684																																
87.34		Th�bes	Th�bes																																	
87.35	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.36																																				
87.37	t	Hollande	Hollande	https://www.wikidata.org/wiki/Q102911																																
87.38		France	France	https://www.wikidata.org/wiki/Q142																																
87.39																																				
87.4		pays imaginaire (Solamir)	pays de fiction	https://www.wikidata.org/wiki/Q1145276	Gr�ce	Grèce	https://www.wikidata.org/wiki/Q41	Turquie	Turquie	https://www.wikidata.org/wiki/Q43	Prusse	Prusse	https://www.wikidata.org/wiki/Q38872	Hollande	Hollande	https://www.wikidata.org/wiki/Q102911	...	...																		
87.40		Ecosse	�cosse	https://www.wikidata.org/wiki/Q22	Indes Occidentales	Indes occidentales	https://www.wikidata.org/wiki/Q669037	Paris	Paris	https://www.wikidata.org/wiki/Q90	Italie	Italie	https://www.wikidata.org/wiki/Q38	�le inconnue	�le	https://www.wikidata.org/wiki/Q23442																				
87.41																																				
87.42		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
87.43		Londres	Londres	https://www.wikidata.org/wiki/Q84	Paris (fin XIIe si�cle)	Paris	https://www.wikidata.org/wiki/Q90																													
87.44		Orl�ans	Orléans	https://www.wikidata.org/wiki/Q6548	Tours	Tours	https://www.wikidata.org/wiki/Q288	Poitiers	Poitiers	https://www.wikidata.org/wiki/Q6616	Bordeaux	Bordeaux	https://www.wikidata.org/wiki/Q1479	Bar�ge	Bar�ges	https://www.wikidata.org/wiki/Q632058																				
87.45																																				
87.46	t																																			
87.47	nt	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.48	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.49	cnt																																			
87.5	ct																																			
87.50																																				
87.51																																				
87.52		Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	Italie	Italie	https://www.wikidata.org/wiki/Q38	France	France	https://www.wikidata.org/wiki/Q142																										
87.53																																				
87.54		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
87.55	nt																																			
87.57																																				
87.58	t																																			
87.59																																				
87.6																																				
87.60		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
87.61		France	France	https://www.wikidata.org/wiki/Q142																																
87.62	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.63	t	Russie	Russie	https://www.wikidata.org/wiki/Q159	Pologne	Pologne	https://www.wikidata.org/wiki/Q36	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869																							
87.64	t	Angleterre (minorit� de Henri IV)	Angleterre	https://www.wikidata.org/wiki/Q21																																
87.65																																				
87.66	n																																			
87.67																																				
87.68		province (Marseille)	campagne	https://www.wikidata.org/wiki/Q175185	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Paris	Paris	https://www.wikidata.org/wiki/Q90		Marseille	https://www.wikidata.org/wiki/Q23482																							
87.69		France	France	https://www.wikidata.org/wiki/Q142																																
87.7		Sicile	Sicile	https://www.wikidata.org/wiki/Q1460	Rome	Rome	https://www.wikidata.org/wiki/Q220	Lausanne	Lausanne	https://www.wikidata.org/wiki/Q807	St. P�tersbourg	Saint-P�tersbourg	https://www.wikidata.org/wiki/Q656	Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	Alexandrie	Alexandrie	https://www.wikidata.org/wiki/Q87																	
